id,Datum,Warengruppe,Umsatz
1311141,2013-11-14,1,121.180219705286
1311151,2013-11-15,1,122.76929773359
1311161,2013-11-16,1,126.793397398979
1311171,2013-11-17,1,74.3945185864517
1311181,2013-11-18,1,129.109032642028
1311191,2013-11-19,1,106.906118646237
1311201,2013-11-20,1,124.324612351715
1311211,2013-11-21,1,144.359927455555
1311221,2013-11-22,1,107.962731413831
1311231,2013-11-23,1,96.5196766761341
1311241,2013-11-24,1,76.4120061231823
1311251,2013-11-25,1,129.81992805086
1311261,2013-11-26,1,123.431703158233
1311271,2013-11-27,1,93.5321454303922
1311281,2013-11-28,1,128.842426194061
1311291,2013-11-29,1,104.966463375073
1311301,2013-11-30,1,104.09003869481
1312011,2013-12-01,1,68.0762231823542
1312021,2013-12-02,1,113.931498716313
1312031,2013-12-03,1,94.7658652080226
1312041,2013-12-04,1,128.922855106228
1312051,2013-12-05,1,120.974699669869
1312061,2013-12-06,1,112.015650593347
1312071,2013-12-07,1,121.408564819885
1312081,2013-12-08,1,36.2650169585334
1312091,2013-12-09,1,134.680550018524
1312101,2013-12-10,1,104.352034970751
1312111,2013-12-11,1,85.9079819233536
1312121,2013-12-12,1,88.2075449690532
1312131,2013-12-13,1,85.5324935340658
1312141,2013-12-14,1,120.787742012371
1312151,2013-12-15,1,71.5352172710921
1312161,2013-12-16,1,120.791211521354
1312171,2013-12-17,1,74.6283250889016
1312181,2013-12-18,1,86.4115250991858
1312191,2013-12-19,1,101.589644453608
1312201,2013-12-20,1,114.601001275823
1312211,2013-12-21,1,124.541759682586
1312221,2013-12-22,1,41.7300439888931
1312231,2013-12-23,1,183.608991270752
1312241,2013-12-24,1,220.330670230618
1312271,2013-12-27,1,152.367434643543
1312291,2013-12-29,1,131.267289010755
1312301,2013-12-30,1,126.58984459848
1312311,2013-12-31,1,211.390838466052
1401021,2014-01-02,1,153.166492227541
1401031,2014-01-03,1,109.484763536521
1401041,2014-01-04,1,116.250540066432
1401051,2014-01-05,1,67.7899909491401
1401061,2014-01-06,1,146.911067784297
1401071,2014-01-07,1,147.5457609484
1401081,2014-01-08,1,99.9068767897401
1401091,2014-01-09,1,113.541525918277
1401101,2014-01-10,1,119.05554059635
1401111,2014-01-11,1,127.95986526115
1401121,2014-01-12,1,83.4017498521773
1401131,2014-01-13,1,103.994034974792
1401141,2014-01-14,1,166.347532764571
1401151,2014-01-15,1,139.042567223334
1401161,2014-01-16,1,117.779119691395
1401171,2014-01-17,1,94.7938386484339
1401181,2014-01-18,1,102.633649837911
1401191,2014-01-19,1,53.0014671833047
1401201,2014-01-20,1,99.6819363621683
1401211,2014-01-21,1,116.784600007305
1401221,2014-01-22,1,102.344424741026
1401231,2014-01-23,1,105.740276056438
1401241,2014-01-24,1,143.164448746188
1401251,2014-01-25,1,129.09233380561
1401261,2014-01-26,1,65.4883238458282
1401271,2014-01-27,1,177.797639286942
1401281,2014-01-28,1,63.9844736113181
1401291,2014-01-29,1,75.1156293987916
1401301,2014-01-30,1,140.794194214435
1401311,2014-01-31,1,133.303478983532
1402011,2014-02-01,1,101.932146850505
1402021,2014-02-02,1,76.7574943519772
1402031,2014-02-03,1,154.323103655617
1402041,2014-02-04,1,130.284962020954
1402051,2014-02-05,1,128.512982776585
1402061,2014-02-06,1,93.2145715747619
1402071,2014-02-07,1,99.7607356052368
1402081,2014-02-08,1,120.862739831777
1402091,2014-02-09,1,57.0074894928223
1402101,2014-02-10,1,154.183743327497
1402111,2014-02-11,1,93.605003186262607
1402121,2014-02-12,1,165.738384661521
1402131,2014-02-13,1,112.481302733138
1402141,2014-02-14,1,127.922310495651
1402151,2014-02-15,1,169.517528839106
1402161,2014-02-16,1,66.1488570531461
1402171,2014-02-17,1,139.563931976797
1402181,2014-02-18,1,101.128808084497
1402191,2014-02-19,1,139.712963296062
1402201,2014-02-20,1,115.493305434483
1402211,2014-02-21,1,195.749507104036
1402221,2014-02-22,1,138.333592943018
1402231,2014-02-23,1,79.4422222430818
1402241,2014-02-24,1,152.556733984074
1402251,2014-02-25,1,115.741936459404
1402261,2014-02-26,1,95.0173566075507
1402271,2014-02-27,1,142.599019478366
1402281,2014-02-28,1,121.868073185287
1403011,2014-03-01,1,140.96854447309
1403021,2014-03-02,1,78.304687930775
1403031,2014-03-03,1,123.816845981151
1403041,2014-03-04,1,110.664379295042
1403051,2014-03-05,1,104.010771805795
1403061,2014-03-06,1,119.64957040592
1403071,2014-03-07,1,115.297355656246
1403081,2014-03-08,1,116.679903321343
1403091,2014-03-09,1,92.618539664325
1403101,2014-03-10,1,150.516891177572
1403111,2014-03-11,1,151.221168841794
1403121,2014-03-12,1,91.0474158512995
1403131,2014-03-13,1,141.400369720196
1403141,2014-03-14,1,123.912083680615
1403151,2014-03-15,1,137.683942432828
1403161,2014-03-16,1,67.1675793738149
1403171,2014-03-17,1,141.547905542998
1403181,2014-03-18,1,88.2250444509535
1403191,2014-03-19,1,99.6845823880711
1403201,2014-03-20,1,128.138232106811
1403211,2014-03-21,1,104.8547456835
1403221,2014-03-22,1,130.851901605861
1403231,2014-03-23,1,71.128447822127
1403241,2014-03-24,1,174.642338237835
1403251,2014-03-25,1,130.828394911681
1403261,2014-03-26,1,164.073709880608
1403271,2014-03-27,1,217.595707302914
1403281,2014-03-28,1,210.364589078685
1403291,2014-03-29,1,201.442576014825
1403301,2014-03-30,1,77.0718729480323
1403311,2014-03-31,1,165.782083579859
1404011,2014-04-01,1,143.934571968464
1404021,2014-04-02,1,145.793768476637
1404031,2014-04-03,1,199.334213779063
1404041,2014-04-04,1,149.094869799179
1404051,2014-04-05,1,166.366651532902
1404061,2014-04-06,1,79.4656989548114
1404071,2014-04-07,1,175.863088463562
1404081,2014-04-08,1,104.711261779938
1404091,2014-04-09,1,168.945582350845
1404101,2014-04-10,1,153.689913112803
1404111,2014-04-11,1,150.197974521935
1404121,2014-04-12,1,230.41912840806
1404131,2014-04-13,1,106.9717520005
1404141,2014-04-14,1,126.41212420811
1404151,2014-04-15,1,109.472548649702
1404161,2014-04-16,1,110.647041867212
1404171,2014-04-17,1,259.250121969818
1404191,2014-04-19,1,290.428956680919
1404201,2014-04-20,1,57.7509189177541
1404211,2014-04-21,1,109.431179378053
1404221,2014-04-22,1,169.196248011103
1404231,2014-04-23,1,162.980101956576
1404241,2014-04-24,1,155.338780558714
1404251,2014-04-25,1,103.620395874603
1404261,2014-04-26,1,143.988134045973
1404271,2014-04-27,1,67.5791269771508
1404281,2014-04-28,1,142.899118015523
1404291,2014-04-29,1,145.382373304754
1404301,2014-04-30,1,168.447583367336
1405021,2014-05-02,1,194.877300541007
1405051,2014-05-05,1,344.712427419033
1405061,2014-05-06,1,117.634364611904
1405071,2014-05-07,1,90.0459392081919
1405081,2014-05-08,1,149.299133313087
1405091,2014-05-09,1,93.4116822522153
1405101,2014-05-10,1,123.724674602317
1405111,2014-05-11,1,61.0065824620734
1405121,2014-05-12,1,117.63724487723
1405131,2014-05-13,1,140.036281903001
1405141,2014-05-14,1,107.299783874075
1405151,2014-05-15,1,123.833393024816
1405161,2014-05-16,1,182.247331664509
1405171,2014-05-17,1,128.405482365147
1405181,2014-05-18,1,94.9265718873585
1405191,2014-05-19,1,108.184039506908
1405201,2014-05-20,1,112.779561925048
1405211,2014-05-21,1,123.754439846218
1405221,2014-05-22,1,116.368035292474
1405231,2014-05-23,1,129.753386763715
1405241,2014-05-24,1,117.223121200496
1405251,2014-05-25,1,85.7502216285052
1405261,2014-05-26,1,117.265384467109
1405271,2014-05-27,1,114.85034360851
1405281,2014-05-28,1,190.55318445032
1405291,2014-05-29,1,85.879848415963
1405301,2014-05-30,1,187.239006431102
1405311,2014-05-31,1,171.347524831197
1406011,2014-06-01,1,93.4027092149433
1406021,2014-06-02,1,199.723160641356
1406031,2014-06-03,1,142.538025704362
1406041,2014-06-04,1,137.397470737802
1406051,2014-06-05,1,194.604241155943
1406061,2014-06-06,1,181.64230467912
1406071,2014-06-07,1,199.282826637538
1406081,2014-06-08,1,116.13410257794
1406091,2014-06-09,1,110.83826883308
1406101,2014-06-10,1,183.918754774297
1406111,2014-06-11,1,149.446544671322
1406121,2014-06-12,1,139.828728810289
1406131,2014-06-13,1,181.076990157327
1406141,2014-06-14,1,198.692957520375
1406151,2014-06-15,1,54.0249702204705
1406161,2014-06-16,1,162.607017592405
1406171,2014-06-17,1,124.562218396083
1406181,2014-06-18,1,137.865777862035
1406191,2014-06-19,1,129.894799169399
1406201,2014-06-20,1,175.728748384125
1406211,2014-06-21,1,162.410672754329
1406221,2014-06-22,1,99.6276132843513
1406231,2014-06-23,1,130.997404965594
1406241,2014-06-24,1,119.068455962972
1406251,2014-06-25,1,114.248639971521
1406261,2014-06-26,1,139.644833904018
1406271,2014-06-27,1,149.199619823898
1406281,2014-06-28,1,234.368963456298
1406291,2014-06-29,1,99.024824945212
1406301,2014-06-30,1,171.873065791742
1407011,2014-07-01,1,79.4657766414776
1407021,2014-07-02,1,130.353573545155
1407031,2014-07-03,1,158.210589058586
1407041,2014-07-04,1,112.903849016111
1407051,2014-07-05,1,150.979319145129
1407061,2014-07-06,1,84.8042447667398
1407071,2014-07-07,1,142.241358541915
1407081,2014-07-08,1,109.606492090567
1407091,2014-07-09,1,116.752191041734
1407101,2014-07-10,1,132.724706258412
1407111,2014-07-11,1,180.711513583786
1407121,2014-07-12,1,142.331090508761
1407131,2014-07-13,1,80.453114083373407
1407141,2014-07-14,1,153.698550894933
1407151,2014-07-15,1,157.385041577792
1407161,2014-07-16,1,158.680478444563
1407171,2014-07-17,1,160.5229296933
1407181,2014-07-18,1,119.811042532772
1407191,2014-07-19,1,144.785544515647
1407201,2014-07-20,1,111.990298336233
1407211,2014-07-21,1,137.703002341753
1407221,2014-07-22,1,152.134170467115
1407231,2014-07-23,1,144.39193026197
1407241,2014-07-24,1,163.309889093623
1407251,2014-07-25,1,145.131799090901
1407261,2014-07-26,1,171.321523510186
1407271,2014-07-27,1,90.1816334935297
1407281,2014-07-28,1,157.813837411395
1407291,2014-07-29,1,144.455051194281
1407301,2014-07-30,1,137.868369774792
1407311,2014-07-31,1,174.333709830106
1408011,2014-08-01,1,153.966193788182
1408021,2014-08-02,1,189.444073316264
1408031,2014-08-03,1,75.380692980006
1408041,2014-08-04,1,190.631341627449
1408051,2014-08-05,1,158.481203915988
1408061,2014-08-06,1,140.003286627353
1408071,2014-08-07,1,172.493580385229
1408081,2014-08-08,1,194.226703064487
1408091,2014-08-09,1,216.790146013299
1408101,2014-08-10,1,98.5919510239083
1408111,2014-08-11,1,186.843287518034
1408121,2014-08-12,1,155.633056469153
1408131,2014-08-13,1,129.960879412869
1408141,2014-08-14,1,162.312059256018
1408151,2014-08-15,1,232.668688554884
1408161,2014-08-16,1,229.321098599377
1408181,2014-08-18,1,204.943578961263
1408191,2014-08-19,1,157.516513226105
1408201,2014-08-20,1,175.194857952978
1408211,2014-08-21,1,177.59614021373
1408221,2014-08-22,1,196.422158119718
1408231,2014-08-23,1,226.633053661476
1408241,2014-08-24,1,151.925968486667
1408251,2014-08-25,1,202.245341655226
1408261,2014-08-26,1,143.842260185182
1408271,2014-08-27,1,141.124540763453
1408281,2014-08-28,1,147.59794847913
1408291,2014-08-29,1,119.001507763099
1408301,2014-08-30,1,162.81504486744
1408311,2014-08-31,1,136.994199378168
1409011,2014-09-01,1,192.583927536972
1409021,2014-09-02,1,93.4032112729648
1409031,2014-09-03,1,128.100882145258
1409041,2014-09-04,1,118.732274802375
1409051,2014-09-05,1,168.798990410438
1409061,2014-09-06,1,165.47761720592
1409071,2014-09-07,1,48.9648440975496
1409081,2014-09-08,1,177.361261107402
1409091,2014-09-09,1,128.017374563252
1409101,2014-09-10,1,173.546299647139
1409111,2014-09-11,1,165.169051552497
1409121,2014-09-12,1,130.3659563908
1409131,2014-09-13,1,152.497010928097
1409141,2014-09-14,1,60.5960658536456
1409151,2014-09-15,1,154.556691403417
1409161,2014-09-16,1,106.657464651771
1409171,2014-09-17,1,140.230426469916
1409181,2014-09-18,1,168.767383241785
1409191,2014-09-19,1,140.144453118865
1409201,2014-09-20,1,197.959086294477
1409211,2014-09-21,1,80.5859142164798
1409221,2014-09-22,1,134.865103794751
1409231,2014-09-23,1,140.774695330895
1409241,2014-09-24,1,108.711123767423
1409251,2014-09-25,1,108.067086651751
1409261,2014-09-26,1,117.377429960871
1409271,2014-09-27,1,139.171163845637
1409281,2014-09-28,1,60.4829614839036
1409291,2014-09-29,1,146.640779180328
1409301,2014-09-30,1,125.317010604255
1410011,2014-10-01,1,159.473253138624
1410021,2014-10-02,1,183.411275500045
1410031,2014-10-03,1,62.591191559266
1410041,2014-10-04,1,194.365187583031
1410051,2014-10-05,1,82.1342445154272
1410061,2014-10-06,1,178.335670094664
1410071,2014-10-07,1,141.858863346968
1410081,2014-10-08,1,134.873921318631
1410091,2014-10-09,1,134.324856819578
1410101,2014-10-10,1,132.317020180874
1410111,2014-10-11,1,181.071063711796
1410121,2014-10-12,1,97.9850226394533
1410131,2014-10-13,1,129.878383258938
1410141,2014-10-14,1,175.011253800233
1410151,2014-10-15,1,206.8382090708
1410161,2014-10-16,1,147.570549356915
1410171,2014-10-17,1,144.357853437456
1410181,2014-10-18,1,158.152130377889
1410191,2014-10-19,1,58.8534096103563
1410201,2014-10-20,1,158.382558902343
1410211,2014-10-21,1,125.363981222897
1410221,2014-10-22,1,127.765051280508
1410231,2014-10-23,1,144.21773201944
1410241,2014-10-24,1,203.173639154115
1410251,2014-10-25,1,191.425316581712
1410261,2014-10-26,1,116.487886781866
1410271,2014-10-27,1,121.416970836256
1410281,2014-10-28,1,136.094268676769
1410291,2014-10-29,1,103.569554336818
1410301,2014-10-30,1,122.18216764664
1410311,2014-10-31,1,132.486279254048
1411011,2014-11-01,1,142.507059241702
1411021,2014-11-02,1,99.288586999622
1411031,2014-11-03,1,137.822879577546
1411041,2014-11-04,1,103.123747563607
1411051,2014-11-05,1,113.078967477055
1411061,2014-11-06,1,138.399464430445
1411071,2014-11-07,1,125.3258349714
1411081,2014-11-08,1,165.663474985222
1411091,2014-11-09,1,118.446930009839
1411101,2014-11-10,1,132.450933802593
1411111,2014-11-11,1,122.885078853966
1411121,2014-11-12,1,95.3481999188746
1411131,2014-11-13,1,143.750350209673
1411141,2014-11-14,1,133.77429991274
1411151,2014-11-15,1,157.956829595601
1411161,2014-11-16,1,69.2794517983636
1411171,2014-11-17,1,138.752246637463
1411181,2014-11-18,1,134.68843263499
1411191,2014-11-19,1,131.262024072649
1411201,2014-11-20,1,131.314789763352
1411211,2014-11-21,1,142.895603194534
1411221,2014-11-22,1,92.6616360079896
1411231,2014-11-23,1,88.8532704507342
1411241,2014-11-24,1,135.495058395216
1411251,2014-11-25,1,125.776456029191
1411261,2014-11-26,1,98.5421347532514
1411271,2014-11-27,1,114.36674051771
1411281,2014-11-28,1,125.770265298128
1411291,2014-11-29,1,143.276224653699
1411301,2014-11-30,1,70.5238191319592
1412011,2014-12-01,1,128.454115308343
1412021,2014-12-02,1,154.242632883405
1412031,2014-12-03,1,133.99080245511
1412041,2014-12-04,1,124.167763102648
1412051,2014-12-05,1,83.5104305885102
1412061,2014-12-06,1,127.894073901772
1412071,2014-12-07,1,75.5129227390682
1412081,2014-12-08,1,102.678761832615
1412091,2014-12-09,1,110.476546068652
1412101,2014-12-10,1,99.9187171842705
1412111,2014-12-11,1,109.754570057738
1412121,2014-12-12,1,109.142671748118
1412131,2014-12-13,1,124.956684401136
1412141,2014-12-14,1,102.80557310108
1412151,2014-12-15,1,96.3136936339829
1412161,2014-12-16,1,97.7685842370004
1412171,2014-12-17,1,102.856835442046
1412181,2014-12-18,1,112.769700687238
1412191,2014-12-19,1,100.434605432296
1412201,2014-12-20,1,92.9765497836537
1412211,2014-12-21,1,74.1776353738615
1412221,2014-12-22,1,166.062608421996
1412231,2014-12-23,1,184.21718934313
1412241,2014-12-24,1,289.724706873301
1412271,2014-12-27,1,133.160219555693
1412281,2014-12-28,1,65.5011765409885
1412291,2014-12-29,1,159.353174871792
1412301,2014-12-30,1,171.900364677079
1412311,2014-12-31,1,253.25502096677
1501021,2015-01-02,1,171.436480362582
1501031,2015-01-03,1,146.725466464595
1501041,2015-01-04,1,69.2618750164446
1501051,2015-01-05,1,159.498680849924
1501061,2015-01-06,1,116.621821467299
1501071,2015-01-07,1,116.046870294295
1501081,2015-01-08,1,88.9219763738156
1501091,2015-01-09,1,89.5158553261206
1501101,2015-01-10,1,67.954839483437
1501111,2015-01-11,1,102.503556455298
1501121,2015-01-12,1,122.717043089708
1501131,2015-01-13,1,86.441812930424
1501141,2015-01-14,1,72.7918398175921
1501151,2015-01-15,1,93.7671799134285
1501161,2015-01-16,1,131.913950068001
1501171,2015-01-17,1,115.086208812258
1501181,2015-01-18,1,47.8910511689248
1501191,2015-01-19,1,138.935449172918
1501201,2015-01-20,1,116.932538278351
1501211,2015-01-21,1,90.1034587863099
1501221,2015-01-22,1,135.950512983467
1501231,2015-01-23,1,130.976061288992
1501241,2015-01-24,1,140.03186322028
1501251,2015-01-25,1,94.493388512183
1501261,2015-01-26,1,150.51678717379
1501271,2015-01-27,1,141.518792699705
1501281,2015-01-28,1,124.273404481234
1501291,2015-01-29,1,129.932530553471
1501301,2015-01-30,1,100.75421525386
1501311,2015-01-31,1,129.039421255357
1502011,2015-02-01,1,92.189837282486
1502021,2015-02-02,1,159.254353701805
1502031,2015-02-03,1,112.095171542871
1502041,2015-02-04,1,111.66941350432
1502051,2015-02-05,1,133.827962608871
1502061,2015-02-06,1,136.337106368056
1502071,2015-02-07,1,130.642229801113
1502081,2015-02-08,1,62.750062992056
1502091,2015-02-09,1,112.747460478504
1502101,2015-02-10,1,94.7581535487495
1502111,2015-02-11,1,94.7022920091949
1502121,2015-02-12,1,99.5801689919554
1502131,2015-02-13,1,91.3547288868634
1502141,2015-02-14,1,62.2346006049711
1502151,2015-02-15,1,96.7929953706798
1502161,2015-02-16,1,118.255475071685
1502171,2015-02-17,1,118.509639861913
1502181,2015-02-18,1,123.267817249283
1502191,2015-02-19,1,123.69090336092
1502201,2015-02-20,1,117.287703917599
1502211,2015-02-21,1,107.174143505865
1502221,2015-02-22,1,70.4631468349699
1502231,2015-02-23,1,66.8925102653853
1502241,2015-02-24,1,105.730056008902
1502251,2015-02-25,1,81.6177684403834
1502261,2015-02-26,1,104.017958777385
1502271,2015-02-27,1,101.514216092369
1502281,2015-02-28,1,99.5688944630867
1503011,2015-03-01,1,45.7343245346269
1503021,2015-03-02,1,104.963808490064
1503031,2015-03-03,1,96.3163361056603
1503041,2015-03-04,1,76.5028628068188
1503051,2015-03-05,1,115.664704258596
1503061,2015-03-06,1,100.668607215573
1503071,2015-03-07,1,106.704697425172
1503081,2015-03-08,1,80.654299664346
1503091,2015-03-09,1,145.517595242024
1503101,2015-03-10,1,120.053548888447
1503111,2015-03-11,1,77.5925278766144
1503121,2015-03-12,1,123.321210172569
1503131,2015-03-13,1,104.09727840711
1503141,2015-03-14,1,98.2811856068814
1503151,2015-03-15,1,56.9672232806217
1503161,2015-03-16,1,136.698666060069
1503171,2015-03-17,1,136.644449549369
1503181,2015-03-18,1,117.213496435657
1503191,2015-03-19,1,121.351949525045
1503201,2015-03-20,1,125.078492851656
1503211,2015-03-21,1,113.449213775737
1503221,2015-03-22,1,71.5711481513957
1503231,2015-03-23,1,129.186723027161
1503241,2015-03-24,1,114.539801718388
1503251,2015-03-25,1,85.7675699240561
1503261,2015-03-26,1,126.909561618178
1503271,2015-03-27,1,113.205121341153
1503281,2015-03-28,1,177.270608855771
1503291,2015-03-29,1,56.8890738313162
1503301,2015-03-30,1,110.288515770675
1503311,2015-03-31,1,101.620422865145
1504011,2015-04-01,1,134.425214341545
1504021,2015-04-02,1,269.424940927989
1504041,2015-04-04,1,274.149943740529
1504051,2015-04-05,1,102.981646842744
1504061,2015-04-06,1,60.1445223461642
1504071,2015-04-07,1,115.651138885906
1504081,2015-04-08,1,89.8685552544395
1504091,2015-04-09,1,157.556996562067
1504101,2015-04-10,1,125.640782296666
1504111,2015-04-11,1,149.471145855324
1504121,2015-04-12,1,39.0548694183738
1504131,2015-04-13,1,94.5357769724487
1504141,2015-04-14,1,95.7358790995654
1504151,2015-04-15,1,102.93265639072
1504161,2015-04-16,1,90.5282058330727
1504171,2015-04-17,1,91.0744308710578
1504181,2015-04-18,1,103.305896790347
1504191,2015-04-19,1,25.46219373912
1504201,2015-04-20,1,113.238537617252
1504211,2015-04-21,1,121.935695795117
1504221,2015-04-22,1,115.982784302446
1504231,2015-04-23,1,109.647753246652
1504241,2015-04-24,1,93.8539762667653
1504251,2015-04-25,1,121.601177999412
1504261,2015-04-26,1,71.0071270593663
1504271,2015-04-27,1,151.174833546803
1504281,2015-04-28,1,91.0866799976838
1504291,2015-04-29,1,135.750739524874
1504301,2015-04-30,1,185.547465909923
1505021,2015-05-02,1,205.277811156554
1505031,2015-05-03,1,49.1824014028742
1505041,2015-05-04,1,141.916859730021
1505051,2015-05-05,1,98.3386635883964
1505061,2015-05-06,1,112.613312971486
1505071,2015-05-07,1,119.486322756166
1505081,2015-05-08,1,108.528740811492
1505091,2015-05-09,1,122.939690460506
1505101,2015-05-10,1,54.676729153515
1505111,2015-05-11,1,129.877961813861
1505121,2015-05-12,1,94.6018729487518
1505131,2015-05-13,1,166.814781762185
1505141,2015-05-14,1,53.434236162362
1505151,2015-05-15,1,147.271258346731
1505161,2015-05-16,1,164.984948024753
1505171,2015-05-17,1,63.05558764595
1505181,2015-05-18,1,103.802316848696
1505191,2015-05-19,1,142.786482873821
1505201,2015-05-20,1,92.0360687468511
1505211,2015-05-21,1,147.957523681187
1505221,2015-05-22,1,146.094397822298
1505231,2015-05-23,1,212.693141838497
1505241,2015-05-24,1,125.559999732516
1505251,2015-05-25,1,93.8478895546048
1505261,2015-05-26,1,126.885645229909
1505271,2015-05-27,1,102.221242794941
1505281,2015-05-28,1,113.871596753032
1505291,2015-05-29,1,132.425641438842
1505301,2015-05-30,1,120.295569303579
1505311,2015-05-31,1,53.2747806032447
1506011,2015-06-01,1,131.799875274321
1506021,2015-06-02,1,96.0309134237217
1506031,2015-06-03,1,92.2734256379415
1506041,2015-06-04,1,157.745638949818
1506051,2015-06-05,1,90.8260563665041
