Datum,KielerWoche,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
2014-03-11,,1.0,151.221168841794,,,,
2014-03-12,,1.0,91.0474158512995,,,,
2014-03-13,,1.0,141.400369720196,,,,
2014-03-14,,1.0,123.912083680615,,,,
2014-03-15,,1.0,137.683942432828,,,,
2014-03-16,,1.0,67.1675793738149,,,,
2014-03-17,,1.0,141.547905542998,,,,
2014-03-18,,1.0,88.2250444509535,,,,
2014-03-19,,1.0,99.6845823880711,,,,
2014-03-20,,1.0,128.138232106811,,,,
2014-03-21,,1.0,104.8547456835,,,,
2014-03-22,,1.0,130.851901605861,,,,
2014-03-23,,1.0,71.128447822127,,,,
2014-03-24,,1.0,174.642338237835,,,,
2014-03-25,,1.0,130.828394911681,,,,
2014-03-26,,1.0,164.073709880608,,,,
2014-03-27,,1.0,217.595707302914,,,,
2014-03-28,,1.0,210.364589078685,,,,
2014-03-29,,1.0,201.442576014825,,,,
2014-03-30,,1.0,77.0718729480323,,,,
2014-03-31,,1.0,165.782083579859,,,,
2014-04-01,,1.0,143.934571968464,,,,
2014-04-02,,1.0,145.793768476637,,,,
2014-04-03,,1.0,199.334213779063,,,,
2014-04-04,,1.0,149.094869799179,,,,
2014-04-05,,1.0,166.366651532902,,,,
2014-04-06,,1.0,79.4656989548114,,,,
2014-04-07,,1.0,175.863088463562,,,,
2014-04-08,,1.0,104.711261779938,,,,
2014-04-09,,1.0,168.945582350845,,,,
2014-04-10,,1.0,153.689913112803,,,,
2014-04-11,,1.0,150.197974521935,,,,
2014-04-12,,1.0,230.41912840806,,,,
2014-04-13,,1.0,106.9717520005,,,,
2014-04-14,,1.0,126.41212420811,,,,
2014-04-15,,1.0,109.472548649702,,,,
2014-04-16,,1.0,110.647041867212,,,,
2014-04-17,,1.0,259.250121969818,,,,
2014-04-19,,1.0,290.428956680919,,,,
2014-04-20,,1.0,57.7509189177541,,,,
2014-04-21,,1.0,109.431179378053,,,,
2014-04-22,,1.0,169.196248011103,,,,
2014-04-23,,1.0,162.980101956576,,,,
2014-04-24,,1.0,155.338780558714,,,,
2014-04-25,,1.0,103.620395874603,,,,
2014-04-26,,1.0,143.988134045973,,,,
2014-04-27,,1.0,67.5791269771508,,,,
2014-04-28,,1.0,142.899118015523,,,,
2014-04-29,,1.0,145.382373304754,,,,
2014-04-30,,1.0,168.447583367336,,,,
2014-05-02,,1.0,194.877300541007,,,,
2014-05-05,,1.0,344.712427419033,,,,
2014-05-06,,1.0,117.634364611904,,,,
2014-05-07,,1.0,90.0459392081919,,,,
2014-05-08,,1.0,149.299133313087,,,,
2014-05-09,,1.0,93.4116822522153,,,,
2014-05-10,,1.0,123.724674602317,,,,
2014-05-11,,1.0,61.0065824620734,,,,
2014-05-12,,1.0,117.63724487723,,,,
2014-05-13,,1.0,140.036281903001,,,,
2014-05-14,,1.0,107.299783874075,,,,
2014-05-15,,1.0,123.833393024816,,,,
2014-05-16,,1.0,182.247331664509,,,,
2014-05-17,,1.0,128.405482365147,,,,
2014-05-18,,1.0,94.9265718873585,,,,
2014-05-19,,1.0,108.184039506908,,,,
2014-05-20,,1.0,112.779561925048,,,,
2014-05-21,,1.0,123.754439846218,,,,
2014-05-22,,1.0,116.368035292474,,,,
2014-05-23,,1.0,129.753386763715,,,,
2014-05-24,,1.0,117.223121200496,,,,
2014-05-25,,1.0,85.7502216285052,,,,
2014-05-26,,1.0,117.265384467109,,,,
2014-05-27,,1.0,114.85034360851,,,,
2014-05-28,,1.0,190.55318445032,,,,
2014-05-29,,1.0,85.879848415963,,,,
2014-05-30,,1.0,187.239006431102,,,,
2014-05-31,,1.0,171.347524831197,,,,
2014-06-01,,1.0,93.4027092149433,,,,
2014-06-02,,1.0,199.723160641356,,,,
2014-06-03,,1.0,142.538025704362,,,,
2014-06-04,,1.0,137.397470737802,,,,
2014-06-05,,1.0,194.604241155943,,,,
2014-06-06,,1.0,181.64230467912,,,,
2014-06-07,,1.0,199.282826637538,,,,
2014-06-08,,1.0,116.13410257794,,,,
2014-06-09,,1.0,110.83826883308,,,,
2014-06-10,,1.0,183.918754774297,,,,
2014-06-11,,1.0,149.446544671322,,,,
2014-06-12,,1.0,139.828728810289,,,,
2014-06-13,,1.0,181.076990157327,,,,
2014-06-14,,1.0,198.692957520375,,,,
2014-06-15,,1.0,54.0249702204705,,,,
2014-06-16,,1.0,162.607017592405,,,,
2014-06-17,,1.0,124.562218396083,,,,
2014-06-18,,1.0,137.865777862035,,,,
2014-06-19,,1.0,129.894799169399,,,,
2014-06-20,,1.0,175.728748384125,,,,
2014-06-21,,1.0,162.410672754329,,,,
2014-06-22,,1.0,99.6276132843513,,,,
2014-06-23,,1.0,130.997404965594,,,,
2014-06-24,,1.0,119.068455962972,,,,
2014-06-25,,1.0,114.248639971521,,,,
2014-06-26,,1.0,139.644833904018,,,,
2014-06-27,,1.0,149.199619823898,,,,
2014-06-28,,1.0,234.368963456298,,,,
2014-06-29,,1.0,99.024824945212,,,,
2014-06-30,,1.0,171.873065791742,,,,
2014-07-01,,1.0,79.4657766414776,,,,
2014-07-02,,1.0,130.353573545155,,,,
2014-07-03,,1.0,158.210589058586,,,,
2014-07-04,,1.0,112.903849016111,,,,
2014-07-05,,1.0,150.979319145129,,,,
2014-07-06,,1.0,84.8042447667398,,,,
2014-07-07,,1.0,142.241358541915,,,,
2014-07-08,,1.0,109.606492090567,,,,
2014-07-09,,1.0,116.752191041734,,,,
2014-07-10,,1.0,132.724706258412,,,,
2014-07-11,,1.0,180.711513583786,,,,
2014-07-12,,1.0,142.331090508761,,,,
2014-07-13,,1.0,80.4531140833734,,,,
2014-07-14,,1.0,153.698550894933,,,,
2014-07-15,,1.0,157.385041577792,,,,
2014-07-16,,1.0,158.680478444563,,,,
2014-07-17,,1.0,160.5229296933,,,,
2014-07-18,,1.0,119.811042532772,,,,
2014-07-19,,1.0,144.785544515647,,,,
2014-07-20,,1.0,111.990298336233,,,,
2014-07-21,,1.0,137.703002341753,,,,
2014-07-22,,1.0,152.134170467115,,,,
2014-07-23,,1.0,144.39193026197,,,,
2014-07-24,,1.0,163.309889093623,,,,
2014-07-25,,1.0,145.131799090901,,,,
2014-07-26,,1.0,171.321523510186,,,,
2014-07-27,,1.0,90.1816334935297,,,,
2014-07-28,,1.0,157.813837411395,,,,
2014-07-29,,1.0,144.455051194281,,,,
2014-07-30,,1.0,137.868369774792,,,,
2014-07-31,,1.0,174.333709830106,,,,
2014-08-01,,1.0,153.966193788182,,,,
2014-08-02,,1.0,189.444073316264,,,,
2014-08-03,,1.0,75.380692980006,,,,
2014-08-04,,1.0,190.631341627449,,,,
2014-08-05,,1.0,158.481203915988,,,,
2014-08-06,,1.0,140.003286627353,,,,
2014-08-07,,1.0,172.493580385229,,,,
2014-08-08,,1.0,194.226703064487,,,,
2014-08-09,,1.0,216.790146013299,,,,
2014-08-10,,1.0,98.5919510239083,,,,
2014-08-11,,1.0,186.843287518034,,,,
2014-08-12,,1.0,155.633056469153,,,,
2014-08-13,,1.0,129.960879412869,,,,
2014-08-14,,1.0,162.312059256018,,,,
2014-08-15,,1.0,232.668688554884,,,,
2014-08-16,,1.0,229.321098599377,,,,
2014-08-18,,1.0,204.943578961263,,,,
2014-08-19,,1.0,157.516513226105,,,,
2014-08-20,,1.0,175.194857952978,,,,
2014-08-21,,1.0,177.59614021373,,,,
2014-08-22,,1.0,196.422158119718,,,,
2014-08-23,,1.0,226.633053661476,,,,
2014-08-24,,1.0,151.925968486667,,,,
2014-08-25,,1.0,202.245341655226,,,,
2014-08-26,,1.0,143.842260185182,,,,
2014-08-27,,1.0,141.124540763453,,,,
2014-08-28,,1.0,147.59794847913,,,,
2014-08-29,,1.0,119.001507763099,,,,
2014-08-30,,1.0,162.81504486744,,,,
2014-08-31,,1.0,136.994199378168,,,,
2014-09-01,,1.0,192.583927536972,,,,
2014-09-02,,1.0,93.4032112729648,,,,
2014-09-03,,1.0,128.100882145258,,,,
2014-09-04,,1.0,118.732274802375,,,,
2014-09-05,,1.0,168.798990410438,,,,
2014-09-06,,1.0,165.47761720592,,,,
2014-09-07,,1.0,48.9648440975496,,,,
2014-09-08,,1.0,177.361261107402,,,,
2014-09-09,,1.0,128.017374563252,,,,
2014-09-10,,1.0,173.546299647139,,,,
2014-09-11,,1.0,165.169051552497,,,,
2014-09-12,,1.0,130.3659563908,,,,
2014-09-13,,1.0,152.497010928097,,,,
2014-09-14,,1.0,60.5960658536456,,,,
2014-09-15,,1.0,154.556691403417,,,,
2014-09-16,,1.0,106.657464651771,,,,
2014-09-17,,1.0,140.230426469916,,,,
2014-09-18,,1.0,168.767383241785,,,,
2014-09-19,,1.0,140.144453118865,,,,
2014-09-20,,1.0,197.959086294477,,,,
2014-09-21,,1.0,80.5859142164798,,,,
2014-09-22,,1.0,134.865103794751,,,,
2014-09-23,,1.0,140.774695330895,,,,
2014-09-24,,1.0,108.711123767423,,,,
2014-09-25,,1.0,108.067086651751,,,,
2014-09-26,,1.0,117.377429960871,,,,
2014-09-27,,1.0,139.171163845637,,,,
2014-09-28,,1.0,60.4829614839036,,,,
2014-09-29,,1.0,146.640779180328,,,,
2014-09-30,,1.0,125.317010604255,,,,
2014-10-01,,1.0,159.473253138624,,,,
2014-10-02,,1.0,183.411275500045,,,,
2014-10-03,,1.0,62.591191559266,,,,
2014-10-04,,1.0,194.365187583031,,,,
2014-10-05,,1.0,82.1342445154272,,,,
2014-10-06,,1.0,178.335670094664,,,,
2014-10-07,,1.0,141.858863346968,,,,
2014-10-08,,1.0,134.873921318631,,,,
2014-10-09,,1.0,134.324856819578,,,,
2014-10-10,,1.0,132.317020180874,,,,
2014-10-11,,1.0,181.071063711796,,,,
2014-10-12,,1.0,97.9850226394533,,,,
2014-10-13,,1.0,129.878383258938,,,,
2014-10-14,,1.0,175.011253800233,,,,
2014-10-15,,1.0,206.8382090708,,,,
2014-10-16,,1.0,147.570549356915,,,,
2014-10-17,,1.0,144.357853437456,,,,
2014-10-18,,1.0,158.152130377889,,,,
2014-10-19,,1.0,58.8534096103563,,,,
2014-10-20,,1.0,158.382558902343,,,,
2014-10-21,,1.0,125.363981222897,,,,
2014-10-22,,1.0,127.765051280508,,,,
2014-10-23,,1.0,144.21773201944,,,,
2014-10-24,,1.0,203.173639154115,,,,
2014-10-25,,1.0,191.425316581712,,,,
2014-10-26,,1.0,116.487886781866,,,,
2014-10-27,,1.0,121.416970836256,,,,
2014-10-28,,1.0,136.094268676769,,,,
2014-10-29,,1.0,103.569554336818,,,,
2014-10-30,,1.0,122.18216764664,,,,
2014-10-31,,1.0,132.486279254048,,,,
2014-11-01,,1.0,142.507059241702,,,,
2014-11-02,,1.0,99.288586999622,,,,
2014-11-03,,1.0,137.822879577546,,,,
2014-11-04,,1.0,103.123747563607,,,,
2014-11-05,,1.0,113.078967477055,,,,
2014-11-06,,1.0,138.399464430445,,,,
2014-11-07,,1.0,125.3258349714,,,,
2014-11-08,,1.0,165.663474985222,,,,
2014-11-09,,1.0,118.446930009839,,,,
2014-11-10,,1.0,132.450933802593,,,,
2014-11-11,,1.0,122.885078853966,,,,
2014-11-12,,1.0,95.3481999188746,,,,
2014-11-13,,1.0,143.750350209673,,,,
2014-11-14,,1.0,133.77429991274,,,,
2014-11-15,,1.0,157.956829595601,,,,
2014-11-16,,1.0,69.2794517983636,,,,
2014-11-17,,1.0,138.752246637463,,,,
2014-11-18,,1.0,134.68843263499,,,,
2014-11-19,,1.0,131.262024072649,,,,
2014-11-20,,1.0,131.314789763352,,,,
2014-11-21,,1.0,142.895603194534,,,,
2014-11-22,,1.0,92.6616360079896,,,,
2014-11-23,,1.0,88.8532704507342,,,,
2014-11-24,,1.0,135.495058395216,,,,
2014-11-25,,1.0,125.776456029191,,,,
2014-11-26,,1.0,98.5421347532514,,,,
2014-11-27,,1.0,114.36674051771,,,,
2014-11-28,,1.0,125.770265298128,,,,
2014-11-29,,1.0,143.276224653699,,,,
2014-11-30,,1.0,70.5238191319592,,,,
2014-12-01,,1.0,128.454115308343,,,,
2014-12-02,,1.0,154.242632883405,,,,
2014-12-03,,1.0,133.99080245511,,,,
2014-12-04,,1.0,124.167763102648,,,,
2014-12-05,,1.0,83.5104305885102,,,,
2014-12-06,,1.0,127.894073901772,,,,
2014-12-07,,1.0,75.5129227390682,,,,
2014-12-08,,1.0,102.678761832615,,,,
2014-12-09,,1.0,110.476546068652,,,,
2014-12-10,,1.0,99.9187171842705,,,,
2014-12-11,,1.0,109.754570057738,,,,
2014-12-12,,1.0,109.142671748118,,,,
2014-12-13,,1.0,124.956684401136,,,,
2014-12-14,,1.0,102.80557310108,,,,
2014-12-15,,1.0,96.3136936339829,,,,
2014-12-16,,1.0,97.7685842370004,,,,
2014-12-17,,1.0,102.856835442046,,,,
2014-12-18,,1.0,112.769700687238,,,,
2014-12-19,,1.0,100.434605432296,,,,
2014-12-20,,1.0,92.9765497836537,,,,
2014-12-21,,1.0,74.1776353738615,,,,
2014-12-22,,1.0,166.062608421996,,,,
2014-12-23,,1.0,184.21718934313,,,,
2014-12-24,,1.0,289.724706873301,,,,
2014-12-27,,1.0,133.160219555693,,,,
2014-12-28,,1.0,65.5011765409885,,,,
2014-12-29,,1.0,159.353174871792,,,,
2014-12-30,,1.0,171.900364677079,,,,
2014-12-31,,1.0,253.25502096677,,,,
2015-01-02,,1.0,171.436480362582,,,,
2015-01-03,,1.0,146.725466464595,,,,
2015-01-04,,1.0,69.2618750164446,,,,
2015-01-05,,1.0,159.498680849924,,,,
2015-01-06,,1.0,116.621821467299,,,,
2015-01-07,,1.0,116.046870294295,,,,
2015-01-08,,1.0,88.9219763738156,,,,
2015-01-09,,1.0,89.5158553261206,,,,
